valid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018-01-01,0.3203883495145631,0.3203883495145631,0.3203883495145631,0.3203883495145631,0.3203883495145631,0.2718446601941748,0.27184466019417475,0.27184466019417464,0.2718446601941753,0.27184466019417486,0.2718446601941748,0.27184466019417475,0.27184466019417486,0.2718446601941747,0.27184466019417475,0.27184466019417475,0.2718446601941748,0.27184466019417486,0.27184466019417475,0.2718446601941748,0.2718446601941749,0.27184466019417464,0.27184466019417497,0.27184466019417486
2018-01-02,0.27184466019417486,0.27184466019417486,0.27184466019417486,0.2718446601941748,0.27184466019417486,0.2718446601941748,0.27184466019417475,0.2718446601941748,0.2718446601941748,0.27184466019417486,0.2718446601941748,0.2718446601941748,0.27184466019417475,0.2718446601941748,0.2718446601941748,0.27184466019417486,0.27184466019417486,0.27184466019417447,0.27184466019416986,0.2718446601941748,0.0776699029126213,0.0776699029126213,0.2233009708737864,0.2961165048543689
2018-01-03,0.28658483403985296,0.2707704037490112,0.25419706173562934,0.237803175263326,0.2216951429942277,0.2145789943021653,0.21003020120235502,0.22273310878867308,0.24790036542200128,0.2725006014667879,0.29066564328684397,0.3059003113036875,0.317328319838354,0.320388349514563,0.31934025052649834,0.3147503698766833,0.3062560381234333,0.2961165105266105,0.28597003124895876,0.27745881728662236,0.27249094756861497,0.26698217357042253,0.26181636725741164,0.25677576894195947
2018-01-04,0.22648826329620142,0.22377399264914222,0.21949969250064252,0.2125267946182372,0.2008943063709306,0.1884142726592906,0.17361847701736435,0.15533980582524295,0.15533980582524265,0.1553398058252427,0.1553398058252427,0.1553398058252427,0.1553398058252427,0.15609782544610978,0.15908514423529657,0.16311439499569913,0.16727583919396016,0.17188284808903265,0.1753246310279,0.1850107579679614,0.19700695328980905,0.2065998012806785,0.21652093024194,0.22667459027706266
2018-01-05,0.18186727201456265,0.19365666474030585,0.206080116812846,0.21937759939901974,0.233428634878936,0.24698210280853938,0.25671608659969414,0.2623620094459465,0.2649409816497013,0.2657516733535803,0.26605501878873594,0.26749941983723974,0.27046864077650307,0.2718446601941747,0.27184466019417475,0.27184466019417486,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.27184466019417475,0.27184466019417486,0.2718446601941749,0.27184466019417464
2018-01-06,0.27184466019417486,0.27184466019417486,0.2718446601941748,0.27184466019417475,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.27184466019417486,0.2718446601941747,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.2718446601941747,0.27184466019417464,0.27184466019417486,0.2718446601941748,0.2718446601941749,0.2718446601941749,0.2718446601941752,0.2718446601941742,0.2718446601941748,0.27184466019417497,0.2718446601941757
2018-01-07,0.19328165774540618,0.17742157651817525,0.1619111367491853,0.1466425786970487,0.13103551608617792,0.11894506549282455,0.10999630955448407,0.10080136020532052,0.09708737864077668,0.09708737864077668,0.09708737864077668,0.0970873786407767,0.0970873786407767,0.0970873786407767,0.09785032536924862,0.10008643207586984,0.10350489553991503,0.10919399373074445,0.09932734438491361,0.0919973109560962,0.08288659000294181,0.07425373901088236,0.06550730402310323,0.05657409123776001
2018-01-08,0.12621359223300999,0.12621359223300926,0.12621359223300974,0.12621359223300965,0.12621359223300974,0.12621359223300974,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.12621359223300968,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.12621359223300968,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.12621359223300974,0.1262135922330097,0.12621359223300968,0.12621359223300999,0.12621359223300932,0.12621359223301007
2018-01-09,0.30352145629382704,0.2549345233285549,0.2064689611666693,0.1600981556277693,0.11235999930258914,0.05218114409191435,0.03215296763020341,0.0358457264423272,0.04189411200064004,0.04905891899788518,0.05112572710772225,0.04175423340083663,0.03263611632931326,0.02187367942683381,0.0076148071531953535,0.008059576228314248,0.027341049934543414,0.05273080621534667,0.07989608036410818,0.10839299830072795,0.12853593664131704,0.14693565076128,0.16435320403389397,0.18102228843346363
2018-01-10,0.21469676437958096,0.20563096148863097,0.1971165229325128,0.18943841590420973,0.17969243367856325,0.17572365274759522,0.18507570415459898,0.2030766950512116,0.22330366289294878,0.2435227936095861,0.2605024298134487,0.268158857074297,0.26594368599797996,0.26284855014129915,0.261374443143531,0.2597332062916553,0.24883764749778975,0.23056071427303126,0.21156467873477372,0.18277525114828014,0.166330593602345,0.157036930537478,0.1501637899574177,0.14591014514007616
2018-01-11,0.1360826218428346,0.13531292414379334,0.1344524137717975,0.13344494740207993,0.13240564361953322,0.1308623410538729,0.12898636824234344,0.12718092695224137,0.1268466105601188,0.1315784771378513,0.13808093397706298,0.14345573047890514,0.14994925119170113,0.15477216783378403,0.1553398058252427,0.15533980582524273,0.15533980582524273,0.15472654522877666,0.14932019216700854,0.14276970091729077,0.13781407770043339,0.13249124088461928,0.12707232147428682,0.12184934177042106
2018-01-12,0.2882309300259666,0.28047631963426356,0.27174885819223393,0.2622141912651779,0.25260263216132534,0.24203011023901147,0.22940447632447425,0.21448242644762258,0.19841019519135925,0.18158121158220825,0.17025099303825475,0.1617805525565076,0.15775671912661998,0.1625558797392681,0.1694928747826786,0.17151184847602344,0.16838427944419168,0.16147780779702892,0.15341404136690723,0.14474377168708388,0.13768733072726952,0.13217421770631782,0.126913918074229,0.12187418155556984
2018-01-13,0.07754108059886493,0.09380725073219373,0.10940298516969342,0.1245751986636714,0.13977535401869054,0.14157508909616948,0.13342152616171643,0.11923324098575235,0.10315616626385456,0.08882544391653799,0.07990953416062609,0.08006071405670334,0.08944446446430632,0.10604541166932946,0.12436454947799794,0.14193107160108417,0.15022715583433657,0.14199118233188165,0.12523186750703041,0.10194174757281561,0.0794781977778318,0.05855819622283288,0.0380449658884713,0.017916032798093215
2018-01-14,0.08110523466354451,0.08611784401302398,0.09175517269762914,0.09773839707590988,0.10544423933373234,0.11708415926004125,0.12816310514028362,0.1406623722739618,0.15139747124562886,0.15919411209988363,0.16583228090848257,0.17106349504885843,0.17272337324984055,0.1733616841322747,0.17458616417884798,0.17552820423341825,0.1757518412069846,0.17709859444375795,0.18179671732421268,0.18937045056294524,0.20660733874704784,0.22587690971504962,0.24609548581256616,0.2670545066470321
2018-01-15,0.2597087378640778,0.24757281553398047,0.23543689320388342,0.2233009708737864,0.2111650485436893,0.20022068911768964,0.1892835711172933,0.17475728155339837,0.17475728155339806,0.1747572815533981,0.1747572815533981,0.1747572815533981,0.1747572815533981,0.1747572815533981,0.1747572815533981,0.17475728155339812,0.1747572815533981,0.17359607355889567,0.1712489523902983,0.16821308520859662,0.1644718543998359,0.1609646291930769,0.15738693915618324,0.1537698807982349
2018-01-16,0.1351607974658076,0.14193139227768614,0.15100884050130844,0.1617495983563377,0.1742682643420685,0.2028289845699231,0.22946662648059268,0.24522656668393011,0.24915563351378453,0.24235694302699995,0.23225500846774563,0.22527040059007086,0.22330097087378636,0.2233009708737864,0.22346930307300497,0.24170269030045993,0.2875270590870915,0.32655886850441235,0.3639918290275372,0.4012195766293127,0.4082681512547469,0.4123007747067111,0.4155620280788015,0.418657691547993
2018-01-17,0.45739981580377426,0.4110642057712703,0.3648122154878041,0.31887155199029144,0.27208114914131554,0.21651886155284683,0.190933830438921,0.19471103635692966,0.20685056484905195,0.22373202741143747,0.24914322283742862,0.278598599951874,0.3059617815143191,0.32844942116439235,0.34711189644947016,0.36137835317396505,0.36787023816947495,0.3689320388349516,0.36893203883495146,0.36893203883495146,0.36893203883495146,0.3689320388349516,0.36893203883495174,0.3689320388349522
2018-01-18,0.3689320388349515,0.3689320388349515,0.3689320388349515,0.3203883495145631,0.2718446601941748,0.3689320388349515,0.30825242718446605,0.3446601941747591,0.32038834951456274,0.29611650485436813,0.27364150907871215,0.2610497957283052,0.2490878544267198,0.23595239652547795,0.2233009708737866,0.22330097087378645,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.22330097087378642,0.22330097087378648,0.22330097087378625
2018-01-19,0.2233009708737866,0.22330097087378636,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.22330097087378636,0.2233009708737864,0.22330097087378636,0.22330097087378636,0.22330097087378645,0.2233009708737864,0.22330097087378634,0.2233009708737862,0.2233009708737856,0.22330097087378176,0.2233009708737864,0.2718446601941748,0.2718446601941748,0.27184466019417186,0.27184466019417736,0.2718446601941743,0.2718446601941751,0.27184466019417314,0.27184466019417386
2018-01-20,0.2720513397568962,0.2719146027000619,0.2717212058296141,0.2714321958469475,0.27089883578232576,0.27105725359462374,0.2711087521427887,0.27076398347090863,0.27118501301536596,0.2717420581920323,0.2718446601941748,0.27067935530710785,0.2657804970171113,0.25720220320597714,0.24617973294386955,0.23211818562288278,0.21628785011799995,0.2093626881383591,0.20413292193585092,0.19813952467100762,0.19686782599599537,0.19607653382549378,0.1956609866489768,0.19578792433960746
2018-01-21,0.20685658733993206,0.2095886481158751,0.21026387121366721,0.2108794514219209,0.2137521182947431,0.1987197009362974,0.1877401000897855,0.1889924180852641,0.20266108517716955,0.22286265596807175,0.23941102089080285,0.24596711581825442,0.2414088875083197,0.22260994664861353,0.1991204954475675,0.18026702703864847,0.16895858491029533,0.16619723130481606,0.20101722617605994,0.2673610923313597,0.35330399923442896,0.43618701611101507,0.5204383404854696,0.6064791745813063
2018-01-22,0.22512073798534474,0.21134007449591763,0.19835920212135164,0.1865182482565493,0.17690936089058393,0.18210065200006864,0.19253325824700948,0.22241530776531937,0.2538650747620672,0.27949747562541744,0.3069531518685971,0.32760135963026965,0.32323028091874817,0.3209589582326077,0.3193049835742595,0.3150297728565108,0.3069625623604284,0.2996236570491131,0.2986919078555742,0.3003346677155695,0.3063447419554574,0.3127477208530618,0.3196194219186507,0.32644275700790026
2018-01-23,0.3426704279462385,0.3309292815768954,0.3187176871454633,0.3061829156576852,0.29406884926899585,0.27693339820963997,0.25857505281228443,0.24488376744156956,0.2381820050922421,0.23805248240415483,0.24245119038190743,0.24769961855295627,0.24842477579982192,0.2461909157479903,0.25177266695670597,0.2556452605961267,0.25886461576497316,0.2619247055408175,0.24586274373559586,0.22236184754111776,0.19993842353569172,0.1786478035023901,0.15742158975909726,0.13691987977834275
2018-01-24,0.1747572815533981,0.1747572815533975,0.17475728155339817,0.17475728155339745,0.1747572815533979,0.17475728155339806,0.17475728155339793,0.18198315588218172,0.18747513755531992,0.1929611650485436,0.1990291262135922,0.20509708737864082,0.2102564107566563,0.21530559875765243,0.2233009708737858,0.22330097087378636,0.22330097087378645,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.22330097087378636,0.22330097087378642,0.22330097087378656,0.22330097087378734
2018-01-25,0.22330097087378636,0.2233009708737865,0.22330097087378642,0.22330097087378636,0.2233009708737864,0.2233009708737864,0.22330097087378634,0.2233009708737864,0.2233009708737864,0.2233009708737863,0.22330097087378628,0.2233009708737861,0.22330097087378398,0.2233009708737864,0.2718446601941748,0.3203883495145631,0.2961165048543689,0.2718446601941748,0.2718446601941748,0.25970873786407744,0.24757281553398025,0.23543689320388345,0.22330097087378675,0.21116504854368967
2018-01-26,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2475728155339805,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.27184466019417186,0.27184466019417275,0.2718446601941744,0.27184466019417497,0.2718446601941748,0.27184466019417475,0.27184466019417475,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.27184466019417486,0.2718446601941748,0.27184466019417464,0.27184466019417464,0.27184466019417514
2018-01-27,0.27184466019417486,0.27184466019417486,0.2718446601941748,0.27184466019417475,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.27184466019417486,0.2718446601941747,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.2718446601941747,0.27184466019417464,0.27184466019417486,0.2718446601941748,0.2718446601941749,0.2718446601941749,0.2718446601941752,0.2718446601941742,0.2718446601941748,0.27184466019417497,0.2718446601941757
2018-01-28,0.27228252905007005,0.27207168743953863,0.2717549077924496,0.27125622245291464,0.2702826341555565,0.26257101108536085,0.2522850769258176,0.2428354585414309,0.2325442271741639,0.22510122562241136,0.2250975702699297,0.2259066375782785,0.22712436984860687,0.2303713759996749,0.23431975079967074,0.23800034293631925,0.24116589186089532,0.2420563494928586,0.2392370192604446,0.23330978735302577,0.2291710867769451,0.22556398891838914,0.22230962226340312,0.21947165181761888
2018-01-29,0.22330097087378634,0.2233009708737864,0.22330097087378642,0.22330097087378648,0.2233009708737864,0.22330097087378636,0.22330097087378636,0.22330097087378636,0.22330097087378642,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.22330097087378642,0.2233009708737863,0.22330097087378653,0.22330097087378514,0.2233009708737866,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864
2018-01-30,0.22330097087378634,0.2233009708737864,0.22330097087378642,0.22330097087378648,0.2233009708737864,0.22330097087378636,0.22330097087378636,0.22330097087378636,0.22330097087378642,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.22330097087378642,0.2233009708737863,0.22330097087378653,0.22330097087378514,0.2233009708737866,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.2233009708737864
2018-01-31,0.22330097087378634,0.2233009708737864,0.22330097087378642,0.22330097087378648,0.2233009708737864,0.22330097087378636,0.22330097087378636,0.22330097087378636,0.22330097087378636,0.22330097087378636,0.2233009708737864,0.2233009708737864,0.2233009708737864,0.22330097087378645,0.2233009708737864,0.2233009708737865,0.22330097087378648,0.22330097087378536,0.2233009708737823,0.2233009708737864,0.2718446601941748,0.2718446601941748,0.2718446601941748,0.2718446601941748
